,id,sighting_date,species,number,latitude,longitude,comments,image_url,sighting_date_datetime,year,month,month_name,week_num
163327,1526369450,2018-09-17,Monarch Fall Roost,1000,43.38,-83.77,I Am not sure how many but our 6 trees were covered today. I was previously seeing small groupings for the last week. ,,2018-09-17,2018,9,September,38
163333,1526369462,2018-09-16,Monarch Fall Roost,224,39.943,-88.455,4th night in a row that migrating Monarchs have flown in to roost.  Amazed that they are still filtering in and that the number on day 4 was higher than on day 1!,,2018-09-16,2018,9,September,37
163334,1526369463,2018-09-14,Monarch Fall Roost,100,41.651,-93.47,"Roosting Monarchs Friday and Sunday the 16th in my backyard near our pond. Haven't had this many since 2008! I've been raising them at school at home, creating milkweed gardens at both locations. very exciting!",//journeynorth.org/jnorth/images/userfiles2018/09/1526369463.jpg,2018-09-14,2018,9,September,37
163335,1526369465,2018-09-17,Monarch Fall Roost,20,38.954,-90.261,Roosting on a tree on my cousins 4 wheeler trail. They all flew off as I came around the corner. ,,2018-09-17,2018,9,September,38
163340,1526369477,2018-09-17,Monarch Fall Roost,100,40.911,-89.046,There were at least 100 monarchs flying around and landing in our pine trees.,//journeynorth.org/jnorth/images/userfiles2018/09/1526369477.jpg,2018-09-17,2018,9,September,38
163344,1526369485,2018-09-14,Monarch Fall Roost,1000,41.149,-89.859,"They started to show up in my trees 9/14, 9/15, 9/16,&amp; 9/17. They were still here late afternoon today (9/17). ",//journeynorth.org/jnorth/images/userfiles2018/09/1526369485.jpg,2018-09-14,2018,9,September,37
163345,1526369488,2018-09-17,Monarch Fall Roost,20,39.232,-102.03,I observed a fall roost with thousands of monarchs in this location on late September 13 and early September 14. I had opportunity to return today and nearly all monarchs have now left. I was able to count 20 individual butterflies remaining in this evergreen windbreak this afternoon.<a href=&ldquo;/query_result.html?record_id=1526369105&rdquo;>September 14</a>,//journeynorth.org/jnorth/images/userfiles2018/09/1526369488.jpg,2018-09-17,2018,9,September,38
163348,1526369493,2018-09-17,Monarch Fall Roost,100,40.811,-89.621,Roosts in willow and trees ,,2018-09-17,2018,9,September,38
163349,1526369494,2018-09-17,Monarch PEAK Migration,16,41.912,-82.51,"16 Monarchs seen this evening at Point Pelee National Park, 10 more than the 6 I saw the entire 2013 season, their lowest numbers ever. I'm grateful for one that I see. Sept 17th 201824&deg;c &amp; humid with 15kmh NE winds All but 3 arrived from the north, all on west side shoreline &amp; flitted to interior trees out of view. 2 or 3 were seen after sunset, around 7:45 arriving from the west, flying to &amp; settling in a Hackberry Tree at Tip Shuttle stop. https://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/",//journeynorth.org/jnorth/images/userfiles2018/09/1526369494.jpg,2018-09-17,2018,9,September,38
163382,1526369529,2018-09-17,Monarch Fall Roost,150,41.165,-100.69,Been in the cedar row for a week or so now. Some have moved on.,//journeynorth.org/jnorth/images/userfiles2018/09/1526369529.jpg,2018-09-17,2018,9,September,38
163386,1526369534,2018-09-17,Monarch PEAK Migration,50,44.916,-93.316,"We had many monarchs on lantana, tithonia, Zinnia, and tropical milkweed. ",//journeynorth.org/jnorth/images/userfiles2018/09/1526369534.jpg,2018-09-17,2018,9,September,38
163400,1526369559,2018-09-15,Monarch PEAK Migration,10,42.14,-83.178,"Many monarchs seen all over in Trenton this weekend. From parking lots at busy stores, I sat in the car for 5 minutes saw about 10 in that little time. Once they got my attention I continued to look out for them as many as four or five together flying then in a few there would be more. I was wondering why so many were near at the same time. Didnt look into trees for roosting ",,2018-09-15,2018,9,September,37
163404,1526369576,2018-09-13,Monarch PEAK Migration,1500,42.309,-86.323,"High clouds, overcast in the morning.  Light northly breeze.  Along the lake shore:10:30-11 am:  20011 am -noon:  900Noon - 1 pm:  3001:30 - 2 pm:   502:30 - 3 pm:   50",,2018-09-13,2018,9,September,37
163405,1526369577,2018-09-17,Monarch Fall Roost,300,41.839,-94.107,"Have been raising monarchs all summer, but this evening 9/17/18 a weather front brought hundreds into the trees in my yard to roost.  Too breezy and dark for good photos.  300 is an estimate.  Did not check every tree in my yard.",,2018-09-17,2018,9,September,38
163407,1526369579,2018-09-17,Monarch PEAK Migration,70,43.174,-87.891,"It seems a second wave of Migrators has arrived.  They are plentiful on the sunflowers and asters, nectaring in close proximity.  Tagging with the public on Sunday September 16 resulted in 30 tagged Monarchs.  ",,2018-09-17,2018,9,September,38
163464,1526369670,2018-09-15,Monarch PEAK Migration,777,42.101,-83.109,"Holiday Beach Conservation AreaAmherstburg, Ontario, CanadaDaily Raptor Counts: Sep 15, 2018Weather:Very HOT on the Tower and muggy all over.Wind was NE early and ended South8:30 am to 1:00 pm - 7 observersNumber of monarchs counted in 6.5 hours - 777Forwarded by Don Davis",,2018-09-15,2018,9,September,37
163475,1526369685,2018-09-18,Monarch PEAK Migration,150,42.084,-78.43,"There were Monarchs everywhere. They were in every direction, I even observed a group traveling together, possibly a dozen. The numbers were really uncountable. My estimate of 150 might be a modest number. I have been seeing them in a daily basis in my area, But NEVER did I expect such a mass of them!!!The area where I saw the density of Monarchs was about a ten mile stretch, in and around the cities of Allegany, NY and Olean, NY. I was driving and slowed down constantly to avoid hitting them. The entire time I was in that area, which is east of where I live, was approximately two and a half hours. I was nowhere near a metropolitan city, but traffic nonetheless. I wonder how many manage to make it safely past all the constant traffic.&nbsp;What a wonderful sight! I was in Monarch heaven!!! ",,2018-09-18,2018,9,September,38
163479,1526369693,2018-09-18,Monarch Fall Roost,50,42.788,-86.195,Beautiful monarchs roosting in the fall trees of our backyard. First time we have seen them,,2018-09-18,2018,9,September,38
163524,1526369845,2018-09-14,Monarch PEAK Migration,100,44.548,-92.418,"When the wind from the south was strong last Wednesday (Sep. 12) we began seeing lots of monarchs in our home garden. By Friday there were more than 100 monarchs along with fritillaries and swallowtails nectaring mostly on the Tithonia but also on Blue Mist flower, Tropical MW, verbena and zinnia. Five days later on Monday, Sep. 17th they were still here. Mid-afternoon that day, the wind and temperature changed and the rain began. I thought they would be gone this morning (Sep. 18) but about 30% of them are still hanging around. This has been an amazing monarch season.",//journeynorth.org/jnorth/images/userfiles2018/09/1526369845.jpg,2018-09-14,2018,9,September,37
163528,1526369866,2018-09-05,Monarch Fall Roost,2000,43.02,-87.88,"Link to my blog for the story and more images. NO ads on my personal blog, thank you!http://www.windowtowildlife.com/monarch-butterfly-migration-roosting-in-southern-wisconsin-on-sept-5-2018/",//journeynorth.org/jnorth/images/userfiles2018/09/1526369866.jpg,2018-09-05,2018,9,September,36
163544,1526369942,2018-09-16,Monarch Fall Roost,75,41.703,-93.057,"Flying around and roosting in evergreen trees in south Newton, IA.  I tagged 50 of them.  See photo of a few of the monarchs.  They are a bit blurry because I was excited to get tagging them!  ",//journeynorth.org/jnorth/images/userfiles2018/09/1526369942.jpg,2018-09-16,2018,9,September,37
163546,1526369950,2018-09-17,Monarch PEAK Migration,12,43.392,-81.708,As we drove from Petrolia to Goderich many monarchs were sighted crossing the road,,2018-09-17,2018,9,September,38
163548,1526369956,2018-09-07,Monarch PEAK Migration,100,43.346,-86.399,"The butterflies are huge. They flew around the beach, settled in the sand and flew north or out into Lake Michigan. Breeze south 5-10 mph.",,2018-09-07,2018,9,September,36
163577,1526370070,2018-09-18,Monarch PEAK Migration,10000,39.98,-94.874,"An amazing event! It started with a major bird migration. I went to the house to grab my binoculars to attempt to identify the birds.  I thought I was seeing leaves blowing through my binoculars. I was seeing literally thousands of monarchs riding the winds of a cold front moving through. The majority were gliding in the wind, expending little to no energy. Coming from the northeast to a southwest direction. It&rsquo;s 5:00 p.m. and some seem to be coming to the ground as I write this.  We shall see if they roost here tonight. This is one of the most amazing things I have ever seen!!!!I'm estimating I have been watching for over an hour. My estimate is nowhere scientific. Everywhere I looked with my binoculars, I could see monarchs....not one here and one there, 3-12 in my binocular focal point. Continuous. I live on a high hill, with 360 view. I literally thought they were leaves blowing.No pics of the monarchs. That would be impossible because 99.9% were not able to be seen with the naked eye. They were very much aloft. But somewhere this evening southwest of me, there will be an amazing roost!What prompted me to go into the house for my binoculars where hundreds of swallows that were dive bombing my freshly mowed alfalfa. There were many turkey buzzards and unknown raptors aloft which I assume were following the swallows.The sky was partially cloudy, with clouds that are on the leading edge of a storm. I'm estimating the wind to be 13 mph from the northeast with gusts to 20 mph.This sighting for me was a very enlightening experience. I learned that monarchs and birds will utilize the leading edge of a front to boost them for many miles - speeding travel and conserving energy.Editor's Note: The observer&rsquo;s effort to estimate the number of monarchs in a one-hour continuous flow seems reasonable. The 10,000 per hour estimate would break down to roughly 3 monarchs per second. Here&rsquo;s the math: 3 monarchs/second X 60 seconds/minute X 60 minutes/hour = 10,800 monarchs per hour. These weather maps (<a href=""https://journeynorth.org/jnorth/images/userfiles2018/09/weather091818.jpg"">Map 1</a>, <a href=""https://journeynorth.org/jnorth/images/userfiles2018/09/wind_temp_091818_2.jpg"">Map 2</a>,  <a href=""https://journeynorth.org/jnorth/images/userfiles2018/09/wind_temp_091818_1.jpg"">Map 3</a>) give a general overview of surface conditions. Their timestamps (4-6 pm ET) are close to the same time of the observation (4-5 pm CT).",//journeynorth.org/jnorth/images/userfiles2018/09/1526370070.jpg,2018-09-18,2018,9,September,38
163579,1526370073,2018-09-17,Monarch Fall Roost,1000,41.408,-92.916,I'm not sure how to estimate numbers when they are all over the neighborhood.   This is at my friend's home.  She has had some every day since Thursday. She sent me a message Thursday (9/13) at 1:32 pm that she had monarchs migrating. The greatest number were on Saturday (9/15).  I think it is hard to guess how many are stopping by.  I was there Sunday (9/16) at 3 pm and tagged for 3 hrs.  ,//journeynorth.org/jnorth/images/userfiles2018/09/1526370073.jpg,2018-09-17,2018,9,September,38
163581,1526370075,2018-09-15,Monarch PEAK Migration,124,38.441,-98.629,"Tagged 62 monarchs during our butterfly festival. From 9 a.m. to noon, temps. in the mid 70s to 80 at noon. Light wind.I think probably double the 62 were present, which were all wild - caught with nets. We also tagged and released 14 reared monarchs.",//journeynorth.org/jnorth/images/userfiles2018/09/1526370075.jpg,2018-09-15,2018,9,September,37
163582,1526370077,2018-09-18,Monarch PEAK Migration,40,38.55,-90.378,"While I've had lots of Monarchs for the last week, there was definitely a large increase this morning. ",,2018-09-18,2018,9,September,38
163588,1526370095,2018-09-13,Monarch PEAK Migration,78,41.689,-91.55,Walked the 2 miles of trails here at park and counted 78 monarchs!!!!! Goldenrod is peak flowering. Also asters blooming. Monarchs often in groups of 4 on a single goldenrod flower stalk.,//journeynorth.org/jnorth/images/userfiles2018/09/1526370095.jpg,2018-09-13,2018,9,September,37
163590,1526370100,2018-09-14,Monarch PEAK Migration,43,41.691,-91.552,"Bicycled the 2 miles of trails today and saw 43 monarchs. Not as many as the day before on the same trails, but hotter, earlier today. Most as singles rather than the groups I saw yesterday. Some smaller - looked like Viceroys but had the double row of white dots. ",,2018-09-14,2018,9,September,37
163596,1526370118,2018-09-18,Monarch PEAK Migration,20,40.33,-75.633,Spotted over 20 heading Southwest - West in a 15 minute time period.  Time : 6:45pm EST,,2018-09-18,2018,9,September,38
163619,1526370218,2018-09-18,Monarch Fall Roost,200,40.394,-88.192,Roosts every fall here on our property ,,2018-09-18,2018,9,September,38
163621,1526370230,2018-09-16,Monarch Fall Roost,2000,41.058,-90.268,Trees in yard were full of monarchs both 9/16 and 9/17.  Directly north of yard is a 16 acre field of sunflowers.,//journeynorth.org/jnorth/images/userfiles2018/09/1526370230.jpg,2018-09-16,2018,9,September,37
163624,1526370243,2018-09-18,Monarch Fall Roost,100,39.727,-90.27,"My wife called to say there were at least 100 monarchs flying around the backyard this afternoon (9/18/18). When I got home the next day, there weren't as many but looks like right now they may be coming back for the night (9/19/18). Hopefully photos to follow.",,2018-09-18,2018,9,September,38
163641,1526370288,2018-09-18,Monarch Fall Roost,253,39.943,-88.455,"Continued to be amazed that on this 6th night, we are still getting migratory Monarchs coming in to roost!Tonight's total puts us at 900+ for this year.  A record since we have been watching and counting at this location!",,2018-09-18,2018,9,September,38
163642,1526370289,2018-09-16,Monarch Fall Roost,24,43.188,-93.625,Had a couple dozen or more resting for the evening. Hoping for a big group this year!,,2018-09-16,2018,9,September,37
163663,1526370342,2018-09-18,Monarch Fall Roost,150,41.326,-100.654,They have been roosting here off and on since the first sighting but in smaller numbers.There is a constant flow of them through our garden. Great!,,2018-09-18,2018,9,September,38
163670,1526370381,2018-09-18,Monarch PEAK Migration,75,41.221,-95.922,There were dozens at the Henry Doorly Zoo in Omaha,,2018-09-18,2018,9,September,38
163672,1526370386,2018-09-18,Monarch PEAK Migration,40,42.264,-79.259,There were at least 40 monarchs feeding on flowers in Sinclairville NY,,2018-09-18,2018,9,September,38
163674,1526370392,2018-09-18,Monarch Fall Roost,1000,38.923,-90.646,"Monarchs feasting in our field when we arrived before sunset. In a 4 acre hillside, that had been seeded with native plants (about 10 yrs ago). Overrun with tall goldenrod this fall, but we mowed some strips last month which allowed other natives to spring up. Monarchs were everywhere in the strips and were gathering in the trees along the edge of the field...and in the saplings scattered throughout the plot. Getting ready to roost for the night. Fantastic! Our monarch count is an estimate. My friend said "" thousands"", but I was going to say 500-1000. They were everywhere! Made me so happy ...and it was rewarding, to see that my efforts in converting a fallow field to native prairie, were attracting and feeding these beauties! Prior to the native planting, we were stunned to see our old oak tree covered with monarchs one evening ...at first I thought the leaves had all turned brown.  As we got closer, it was just breathtaking. I was hooked! Hoped each year to catch it again, but with our timing or their flight pattern, we haven't had a repeat. So this year, I was determined to make the effort and check the site each evening, using your maps as a guide for being there at the right time. Woo hoo!! They didn't roost in the old oak tree, but were spread out in the trees surrounding their ""buffet"".Will check again tomorrow!",//journeynorth.org/jnorth/images/userfiles2018/09/1526370392.jpg,2018-09-18,2018,9,September,38
163678,1526370418,2018-09-18,Monarch Fall Roost,175,41.911,-82.509,"Sept 18th 2018- evening At Tip Point Pelee National Park24&deg;c &amp; humid with light NW wind @ 5 kmhA cold front about to arrive in the area will bring cooler temps &amp; reduced humidity. Upon arrival at the Visitor Center observed 4 Monarchs nectaring on Goldenrod &amp; Woodland Sunflowers. A 15 min downpour before arriving at The Tip gave all foliage a good drink &amp; brought the Stable flies out in full force.Monarchs immediately began arriving from the north along &amp; above &amp; some way high like 150' over the trees all along West Path, often 5 &amp; 6 at a time. A few settled on Hackberry &amp; Hop Trees. 730 pm - Clusters began to form in Interior Hackberry Trees. Observed 3 clusters of 5 or 6 per tree Tip before leaving with park closing at 7:35 pm sunset. Total count of 175.VIDEO- https://youtu.be/PgzOeozRchgMore photos here-https://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/",//journeynorth.org/jnorth/images/userfiles2018/09/1526370418.jpg,2018-09-18,2018,9,September,38
163683,1526370463,2018-09-05,Monarch Fall Roost,100,43.872,-78.778,There were 3 or 4 roosts with approximately 30- 50 monarchs in each roost on Sept 5th and 6th within the campgrounds at Darlington Prov Park.,//journeynorth.org/jnorth/images/userfiles2018/09/1526370463.jpg,2018-09-05,2018,9,September,36
163693,1526370497,2018-09-19,Monarch Fall Roost,12,40.932,-89.14,Only a few remain but the winds have been pretty high the last few days so most were probably carried off with the wind.,,2018-09-19,2018,9,September,38
163702,1526370531,2018-09-16,Monarch Fall Roost,100,40.616,-100.464,There were at least a 100 in the area near where I took the photo. As we moved along the Medicine Creek dozens more were flying about. I haven't seen a major monarch roost in this area for at least fifteen years.,//journeynorth.org/jnorth/images/userfiles2018/09/1526370531.jpg,2018-09-16,2018,9,September,37
163703,1526370537,2018-09-17,Monarch Fall Roost,200,40.57,-100.417,"As I drove along a little used road under a dense canopy of trees along the Medicine Creek southeast of Curtis, Nebraska, the monarchs would flutter up and then come to rest in small groups. There were easily several hundred in less than a quarter mile. It was magical! I have never seen this before.",//journeynorth.org/jnorth/images/userfiles2018/09/1526370537.jpg,2018-09-17,2018,9,September,38
163724,1526370582,2018-09-06,Monarch Fall Roost,1000,41.346,-83.944,They arrived on 9/6 and stayed 5 days. We had several wet days (ts Gordon remnants).  Rain was much worse to our South.,//journeynorth.org/jnorth/images/userfiles2018/09/1526370582.jpg,2018-09-06,2018,9,September,36
163735,1526370612,2018-09-07,Monarch Fall Roost,1000,42.997,-76.769,"Thousands of migrating monarchs seen 9/7-9, and again 9/14. An abundance of diverse nectar sources on the dike road next to Tscheche Pool on the Montezuma NWR. Photo courtesy of Scott Peterson, refuge volunteer. ",//journeynorth.org/jnorth/images/userfiles2018/09/1526370612.jpg,2018-09-07,2018,9,September,36
163746,1526370629,2018-09-15,Monarch Fall Roost,1000,40.584,-102.302,roosting in afternoon/evening on north side of trees...Strong wind out of south..,,2018-09-15,2018,9,September,37
163764,1526370662,2018-09-15,Monarch PEAK Migration,500,43.012,-76.747,500 or more (likely thousands) feeding on beggarticks (Bidens sp.) in a drawn down marsh. All actively nectaring and flying around from flower to flower. Several other monarchs seen throughout the Montezuma NWR that weekend. ,,2018-09-15,2018,9,September,37
163765,1526370664,2018-09-12,Monarch PEAK Migration,400,43.375,-76.654,"An estimated 400 (likely more) nectaring on goldenrod (Solidago sp.) in a small field. Very active - we were able to tag around 25 individuals, pretty even ratio of males and females.",,2018-09-12,2018,9,September,37
163810,1526370773,2018-11-07,Monarch Fall Roost,1,19.62,-100.284,"They're here! The first sighting at the monarch winter sanctuaries was November 6th. They arrived en mass on November 7, 2018. <a href=""https://journeynorth.org/monarchs/news/fall-2018/110618-theyre-here"">MORE&hellip;</a>",//journeynorth.org/jnorth/images/userfiles2018/11/1526370773.jpg,2018-11-07,2018,11,November,45
163847,1526370855,2018-09-19,Monarch PEAK Migration,190,40.075,-88.186,"I counted 190 migrating monarchs passing though the neighborhood in 1 hour, 8:45-9:45 am.  Most were up high, and many came in groups of 2-8.  A large percentage were not flapping, either gliding or circling in updrafts, quite often in pairs.  A 10 mph easterly wind helped them along.  What a great sight!",,2018-09-19,2018,9,September,38
163848,1526370857,2018-09-14,Monarch PEAK Migration,362,41.568,-87.867,"A hike in the southern part ofOrland Grassland; in prairie,shrubland, oak savanna,and along woods edge. 1:50-4:05,Temp. 80, sunny. I was in about1/5 of the southern 1/3 of thesite. An estimate of the monarchs in the whole southern 1/3, including my total, is over 1000. Almost all of the ones I saw were on or going to flowers(tall goldenrod,latesunflowers). An estimate for the whole site this day is over 3000. ",,2018-09-14,2018,9,September,37
163851,1526370860,2018-09-18,Monarch Fall Roost,100,42.357,-72.515,The monarchs found a safe place to be for the night as the heavy rains from the remainder of Hurricane Florence came through.,,2018-09-18,2018,9,September,38
163854,1526370863,2018-09-10,Monarch PEAK Migration,201,41.572,-87.867,"A hike in prairie and someshrubland and woods edge.12:30-3:45. Temp.75, partly sunny. Today would be the firstday of the peak here. An estimate of the whole site,including my total is over 3000. There are more migratingmonarchs this year than ever before. I have been doing butterfly surveys here from2004 to this year. There werealso many more residents in thesummer than any other year. This is a prairie restoration site, and it is filled withnative flowers. I was not hereon the next three days, 11th,12th, 13th, but I think therewas over 3000 here each of those days. About 15,000 camethrough from Monday to Friday.",,2018-09-10,2018,9,September,37
163869,1526370898,2018-09-14,Monarch PEAK Migration,12,43.765,-71.539,"My wife Judy and I spotted a dozen monarchs in a very short time heading south-southwest while paddle boarding in the middle of Squam Lake in NH on Friday, Sept 14. Aside from the wonderfully magical experience of seeing monarchs floating next to us and right above while in the middle of a beautiful body of water, it was also special for us because in our area where we live  (Riegelsville, PA), we were lucky to see that many all season!  And to hear of the huge numbers being spotted in Ontario -  Wow.  That is encouraging for the future! Courtesy of Monarch Watch",,2018-09-14,2018,9,September,37
163959,1526371033,2018-09-19,Monarch Fall Roost,150,41.912,-82.51,Sept 19th 2018 EveningAt The Tip Point Pelee National Park26&deg;c with 15kmh NE Wind Monarchs arrived from the north on the west side along the shoreline &amp; flitted along &amp; over West Path; some disappeared to interior trees out of view. At sunset a small cluster was observed in a Poplar tree along west path. A cluster of about 10 was established on low branches in a Hackberry in interior &amp; another was observed near the Tip Shuttle Stop. Approx 150 Monarchs counted.https://youtu.be/jAIoWUkAn9s,//journeynorth.org/jnorth/images/userfiles2018/09/1526371033.jpg,2018-09-19,2018,9,September,38
163997,1526371082,2018-09-15,Monarch PEAK Migration,20,43.268,-82.531,In Port Huron while waiting to cross the Blue Water Bridge a string of monarchs fling high in a very vigorously fashion heading south following along the St Clair River.  I have never seen monarchs fly so quickly and in a straight line south.  ,,2018-09-15,2018,9,September,37
164011,1526371103,2018-09-19,Monarch Fall Roost,1000,41.356,-88.128,They’ve been in the trees along the trails right off the Iron Bridge parking lot. Incredible sight!,,2018-09-19,2018,9,September,38
164018,1526371117,2018-09-15,Monarch PEAK Migration,60,41.14,-100.76,Estimated number in a cloud of monarchs in a swarm moving through North Platte. They were spotted in an alley. ,,2018-09-15,2018,9,September,37
164071,1526371193,2018-09-18,Monarch PEAK Migration,200,41.791,-81.174,"Tues., 4:30 PM Eastern half of Lake Erie Bluffs, Perry, Oh, in front of new tower.72 F, light onshore breeze.Est 200 - 400 flitting about the large fields nectaring on the goldenrod.Bright colors, healthy specimens, very active.",,2018-09-18,2018,9,September,38
164075,1526371198,2018-09-19,Monarch Fall Roost,15,39.734,-90.229,When I arrived home from teaching at OSS it had been sprinkling.  I noticed a few butterflies in our woods.  After a closer look noticed them roosting from the rain!,,2018-09-19,2018,9,September,38
164085,1526371212,2018-09-18,Monarch Fall Roost,200,41.396,-99.39,Many people are commenting about large roosts of 1000 on social media,//journeynorth.org/jnorth/images/userfiles2018/09/1526371212.jpg,2018-09-18,2018,9,September,38
164092,1526371222,2018-09-13,Monarch Fall Roost,200,39.351,-101.71,The tree&rsquo;s were so heavy with the monarch butterfly&rsquo;s and they were fluttering all around at 2 pm.  We don&rsquo;t normally see them in NW Kansas as they usually are on the east side of the state. The ole farmers say it&rsquo;s a sign of a very cold and snowy winter ahead. There was no nectar feeders present and they were mainly on fruit tree&rsquo;s that haven&rsquo;t had fruit for several weeks on the tree&rsquo;s. It was a very warm day around 90* that day. What a beautiful sight and so blessed to have them come through our section of the state. Everyone in town is talking about how beautiful the butterflies have been Hundreds and hundreds of them!  Just tickled to finally have them in our part of the state.,//journeynorth.org/jnorth/images/userfiles2018/09/1526371222.jpg,2018-09-13,2018,9,September,37
164093,1526371223,2018-09-19,Monarch PEAK Migration,10000,42.875,-79.177,On Cedar beach there were 1000s on the sand. Every step we took they fluttered up before us. It was truly amazing!Really hard to quantify the number. Every step we took 10 would flutter up from the sand. We spent 40 minutes (about 250/min) in total awe walking the Lake Erie beach.,//journeynorth.org/jnorth/images/userfiles2018/09/1526371223.jpg,2018-09-19,2018,9,September,38
164113,1526371258,2018-09-20,Monarch PEAK Migration,35,40.33,-103.596,"Keep seeing more of them here in our neck of the woods. We had major hail damage to everything, including gardens, a couple months back, but the reliable Cowpen Daisies made a strong comeback and I'm so glad they did. All kinds of butterflies showing up, but most impressive are the Monarchs. Pic is of a roosting Monarch in one of our Rocky Mtn Junipers taken yesterday morning.",//journeynorth.org/jnorth/images/userfiles2018/09/1526371258.jpg,2018-09-20,2018,9,September,38
164120,1526371265,2018-09-18,Monarch PEAK Migration,45,43.658,-71.5,All butterflies were heading in a Southerly direction. Alt. was approx.80 feet. 2 hours of observation. Warm and humid. Temp in the 70's.,,2018-09-18,2018,9,September,38
164121,1526371266,2018-09-20,Monarch Fall Roost,15,42.461,-92.338,Most of the monarchs have left I am only seeing a few fluttering in the yard.,,2018-09-20,2018,9,September,38
164146,1526371297,2018-09-18,Monarch PEAK Migration,32,42.453,-81.698,This observation was made at Clearville Park on the north shore of Lake Erie. The sun was setting and observed butterflies descending from high altitude (so high could barely make out with aid of binoculars) into surrounding forests for the night. I counted 32 in 10 minutes. ,,2018-09-18,2018,9,September,38
164172,1526371338,2018-09-20,Monarch PEAK Migration,30,38.434,-104.285,"There were too many to count. They float by every 10 seconds, I can see about 5 at a time resting on the grass, then flying in wide circles like bats. It's been going on for about an hour, starting at 2:30 pm. I've never seen this here.",//journeynorth.org/jnorth/images/userfiles2018/09/1526371338.jpg,2018-09-20,2018,9,September,38
164175,1526371344,2018-09-18,Monarch Fall Roost,200,40.451,-103.368,Came into our sunken garden and were all over the trees and shrubs. They were using the nectar from our flowers. ,,2018-09-18,2018,9,September,38
164186,1526371363,2018-09-20,Monarch PEAK Migration,35,40.33,-103.596,"Keep seeing more of them here in our neck of the woods. We had major hail damage to everything, including gardens, a couple months back, but the reliable Cowpen Daisies made a strong comeback and I'm so glad they did. All kinds of butterflies showing up, but most impressive are the Monarchs. Pic is of a roosting Monarch in one of our Rocky Mtn Junipers taken yesterday morning.",,2018-09-20,2018,9,September,38
164195,1526371380,2018-09-20,Monarch PEAK Migration,40,38.834,-104.821,monarchs seen around 3:30pm. Enjoying the butterfly bush! Nectaring. We have had unseasonably hot weather this past week. 90 degrees Never seen so many monarchs! didn&rsquo;t see any last year that is why I am so excited!,//journeynorth.org/jnorth/images/userfiles2018/09/1526371380.jpg,2018-09-20,2018,9,September,38
164201,1526371389,2018-09-20,Monarch PEAK Migration,22,38.441,-98.628,"Over the course of the day, Most were hunkered down in trees but several were in flight battling 25-30 mph sustained winds and temperatures in the 90s. Very few were found feeding.",,2018-09-20,2018,9,September,38
164208,1526371402,2018-09-20,Monarch PEAK Migration,400,43.852,-78.876,tagged 104 adults in 90 minutes,,2018-09-20,2018,9,September,38
164218,1526371418,2018-09-20,Monarch PEAK Migration,105,42.909,-87.841,"Monarchs flying in from over Lake Michigan arriving at Grant Park Beach. 105 counted in a half hour. Arrived singly or in pairs. Most flew in high, but some lower.",//journeynorth.org/jnorth/images/userfiles2018/09/1526371418.jpg,2018-09-20,2018,9,September,38
164223,1526371425,2018-09-16,Monarch Fall Roost,150,40.878,-88.861,What an amazing site to see so many Monarchs in one location. Once in a lifetime experience!,//journeynorth.org/jnorth/images/userfiles2018/09/1526371425.jpg,2018-09-16,2018,9,September,37
164246,1526371457,2018-09-20,Monarch PEAK Migration,27,40.853,-98.404,"Driving west I-80 on 9-20-18, began to notice monarchs just west of Grand Island, Nebraska. Counted 27 in 1 minute! Went to MonarchWatch website, saw that area is on the fall flyway. Looked up peak migration dates: 8-20 Sept. So now, trying to figure out how WIDE the flyway is during peak migration, in miles, so I can quantify the numbers a bit. I know my data would be a gross estimate, but on a long drive, what else is there to but speculate?! If you know the width even approximately, please respond, and if you can, include my note in the response?! Thank you so much!Holly PeirsonMember St Paul Audubon Society, Live in Columbus MN. I have raised monarchs in the past, and scattered milkweed seeds each fall...",,2018-09-20,2018,9,September,38
164247,1526371458,2018-09-20,Monarch Fall Roost,1000,41.363,-88.132,Many trees with many monarchs on each.,//journeynorth.org/jnorth/images/userfiles2018/09/1526371458.jpg,2018-09-20,2018,9,September,38
164250,1526371468,2018-09-20,Monarch Fall Roost,35,41.912,-82.51,Sept. 20th 2018- eveningAt The Tip @Point Pelee National Park 26&deg;c with 17kmh ENE wind. 35 Monarchs seen coming in from the north along the calmer west side &amp; over West Path. Most flitted above the trees &amp; out of view. Observed just after sunset a small cluster starting in a Hackberry Tree near Tip Restrooms. https://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/,//journeynorth.org/jnorth/images/userfiles2018/09/1526371468.jpg,2018-09-20,2018,9,September,38
164257,1526371478,2018-09-19,Monarch Fall Roost,25,39.839,-88.987,Saw a few dozen in my back yard both on 9/19 and 9/20!,//journeynorth.org/jnorth/images/userfiles2018/09/1526371478.jpg,2018-09-19,2018,9,September,38
164260,1526371483,2018-09-18,Monarch Fall Roost,100,41.288,-99.382,Hundreds of Monarch butterflies spent the night in our backyard! They were there the next day too. ,//journeynorth.org/jnorth/images/userfiles2018/09/1526371483.jpg,2018-09-18,2018,9,September,38
164286,1526371541,2018-09-20,Monarch Fall Roost,50,43.381,-92.114,"Mid afternoon we observed a bunch of monarchs flying around, some resting  in trees. Not sure about how many. ",,2018-09-20,2018,9,September,38
